role,p,mor,ks,n,val,se
Detector2,0.2,10,9,100,0.5443888256814703,0.024802963215462003
Detector2,0.2,10,10,100,0.5932524365041313,0.024130398308604296
Detector,0.2,11,0,100,0.02768169882164286,0.002691542237199072
Detector,0.2,11,1,100,0.027645084255669698,0.002688083357216662
Detector,0.2,11,2,100,0.02769925850935855,0.002693200958739028
Detector,0.2,11,3,100,0.02819807421546862,0.0027402942826007543
Detector,0.2,11,4,100,0.034512679625382896,0.003332155457045858
Detector,0.2,11,5,100,0.2320896841455101,0.017822406265874745
Detector,0.2,11,6,100,0.44362183644554803,0.024682150267422747
Detector,0.2,11,7,100,0.4460614908975842,0.02470906372358086
Detector,0.2,11,8,100,0.5349874713520111,0.02487758768483922
Detector,0.2,11,9,100,0.535774107546883,0.024872021322922405
Detector,0.2,11,10,100,0.5357901356607556,0.024871906618938473
Liar,0.2,11,0,100,7.556679119164963,0.24460343192017292
Liar,0.2,11,1,100,6.926186850268239,0.3041044677911229
Liar,0.2,11,2,100,6.423171277940797,0.3251287054628097
Liar,0.2,11,3,100,6.1481458446079325,0.2767163068594549
Liar,0.2,11,4,100,5.743658710839877,0.1677916527147692
Liar,0.2,11,5,100,5.197608549740969,0.02273150775509494
Liar,0.2,11,6,100,6.012392783666847,0.0023477152600538775
Liar,0.2,11,7,100,7.008682474781393,0.0016399478420790485
Liar,0.2,11,8,100,8.003429255460048,3.609653686396142e-4
Liar,0.2,11,9,100,9.000322303508478,3.415725972538397e-5
Liar,0.2,11,10,100,9.999972542919885,2.8007929027511346e-06
Detector2,0.2,11,0,100,0.0010425396424094495,1.0414527535034543e-4
Detector2,0.2,11,1,100,4.18742529845649e-4,4.1856718453934746e-5
Detector2,0.2,11,2,100,7.132885969179524e-4,7.127798162954592e-5
Detector2,0.2,11,3,100,0.0034216177898182603,3.4099103215186593e-4
Detector2,0.2,11,4,100,0.02576514703344086,0.0025101304231786034
Detector2,0.2,11,5,100,0.15868094690279036,0.01335013039928242
Detector2,0.2,11,6,100,0.365925891902044,0.02320241335377376
Detector2,0.2,11,7,100,0.35698895562504224,0.022954784118678385
Detector2,0.2,11,8,100,0.35181736011342457,0.022804190523624552
Detector2,0.2,11,9,100,0.4794347804738002,0.024957707174583923
Detector2,0.2,11,10,100,0.5245125242272628,0.024939913615600787
Detector,0.2,12,0,100,0.03225301252236351,0.0031212755705595776
Detector,0.2,12,1,100,0.032239953050519236,0.0031200538477819556
Detector,0.2,12,2,100,0.032271805822852585,0.0031230336371784683
Detector,0.2,12,3,100,0.03255728754518801,0.0031497310572887955
Detector,0.2,12,4,100,0.035922375937612105,0.003463195884460897
Detector,0.2,12,5,100,0.14136130957609164,0.012137828973102402
Detector,0.2,12,6,100,0.41587817403506716,0.024292351839632555
Detector,0.2,12,7,100,0.3857451237577858,0.023694582325487632
Detector,0.2,12,8,100,0.5100856131569373,0.024989828040724863
Detector,0.2,12,9,100,0.5110308899990882,0.0249878319465828
Detector,0.2,12,10,100,0.5110425446849941,0.02498780622068799
Liar,0.2,12,0,100,7.461087967626417,0.2574279816742006
Liar,0.2,12,1,100,6.719590006637029,0.31857122837057505
Liar,0.2,12,2,100,6.190624477402221,0.32432173997739605
Liar,0.2,12,3,100,5.7665259491406164,0.2472936602811035
Liar,0.2,12,4,100,5.258015414288033,0.12134056878830297
Liar,0.2,12,5,100,5.166268633030089,0.017268072531522852
Liar,0.2,12,6,100,6.005670149195255,0.0010730506172218668
Liar,0.2,12,7,100,7.003508402616365,6.835942408271104e-4
Liar,0.2,12,8,100,8.001690218837284,1.7249920278268857e-4
Liar,0.2,12,9,100,9.000158900880168,1.6320565085266733e-5
Liar,0.2,12,10,100,9.999986630556897,1.3227927985358375e-6
Detector2,0.2,12,0,100,4.481648145425165e-4,4.479639628415226e-5
Detector2,0.2,12,1,100,1.9572533457561125e-4,1.956870261690165e-5
Detector2,0.2,12,2,100,4.00496656661793e-4,4.0033625908979574e-5
Detector2,0.2,12,3,100,0.002114699347347617,2.1102273940179446e-4
Detector2,0.2,12,4,100,0.01679877322344963,0.0016516574441636743
Detector2,0.2,12,5,100,0.11646827410925342,0.010290341523526524
Detector2,0.2,12,6,100,0.31310309054285473,0.021506954523536768
Detector2,0.2,12,7,100,0.2991307474553567,0.020965154338215632
Detector2,0.2,12,8,100,0.3619962309245611,0.023095495972097292
Detector2,0.2,12,9,100,0.5018060330502516,0.02499967382446214
Detector2,0.2,12,10,100,0.5522977598520441,0.02472649443144579
Detector,0.2,13,0,100,0.03223454349804929,0.003119547770352165
Detector,0.2,13,1,100,0.032229380866494975,0.003119064787545738
Detector,0.2,13,2,100,0.032247131386949866,0.003120725390426266
Detector,0.2,13,3,100,0.0324038159582125,0.0031353808669558787
Detector,0.2,13,4,100,0.03416290041090022,0.0032995796646415132
Detector,0.2,13,5,100,0.07609945358556758,0.007030832674954563
Detector,0.2,13,6,100,0.36112262503590364,0.023071307472308178
Detector,0.2,13,7,100,0.35424959358721886,0.022875681903050914
Detector,0.2,13,8,100,0.5583270044053675,0.024659796055709622
Detector,0.2,13,9,100,0.5598455887522232,0.02464185055068998
Detector,0.2,13,10,100,0.5598560292887405,0.024641725575778546
Liar,0.2,13,0,100,6.888612559475168,0.32945866168846516
Liar,0.2,13,1,100,6.266884048621131,0.36043586270151645
Liar,0.2,13,2,100,5.833792414147676,0.315430408932261
Liar,0.2,13,3,100,5.221229583359331,0.20125454571880003
Liar,0.2,13,4,100,4.794571828690097,0.07607303754144593
Liar,0.2,13,5,100,5.129754367968685,0.012456061396751462
Liar,0.2,13,6,100,6.00293235355386,5.29553321267996e-4
Liar,0.2,13,7,100,7.001399767261964,2.9815282649429915e-4
Liar,0.2,13,8,100,8.00082122076948,8.145593790051495e-5
Liar,0.2,13,9,100,9.000077146370948,7.702881473169391e-6
Liar,0.2,13,10,100,9.999993511563462,6.22983864443138e-7
Detector2,0.2,13,0,100,1.7875994037166076e-4,1.787279852553791e-5
Detector2,0.2,13,1,100,8.675780385432904e-5,8.675027693779942e-6
Detector2,0.2,13,2,100,2.1664328641236567e-4,2.1659635209881812e-5
Detector2,0.2,13,3,100,0.0012402987676867303,1.238760426653605e-4
Detector2,0.2,13,4,100,0.010269121291496703,0.0010163666439397233
Detector2,0.2,13,5,100,0.08140312230503384,0.007477665398402554
Detector2,0.2,13,6,100,0.2839995771689923,0.020334381733682592
Detector2,0.2,13,7,100,0.3709510796877061,0.023334637616623126
Detector2,0.2,13,8,100,0.32395079839376967,0.021900667861380885
Detector2,0.2,13,9,100,0.46049159923959115,0.024843908626935494
Detector2,0.2,13,10,100,0.5116421731801557,0.024986445980364327
Detector,0.2,14,0,100,0.029144723762992708,0.0028295308839771556
Detector,0.2,14,1,100,0.029143648152086872,0.002829429592447423
Detector,0.2,14,2,100,0.029156588149478312,0.0028306481516960015
Detector,0.2,14,3,100,0.02926878166847119,0.0028412120088114555
Detector,0.2,14,4,100,0.030503892763464647,0.0029573405289739694
Detector,0.2,14,5,100,0.05206455053001066,0.004935383310811862
Detector,0.2,14,6,100,0.42357734188331064,0.02441595773263796
Detector,0.2,14,7,100,0.4487851993121068,0.02473770441904994
Detector,0.2,14,8,100,0.4861455481396895,0.024980805416365038
Detector,0.2,14,9,100,0.4883612004181393,0.02498645383442933
Detector,0.2,14,10,100,0.4883717917399195,0.024986478477266018
Liar,0.2,14,0,100,6.316687340848882,0.35513421750647745
Liar,0.2,14,1,100,5.663771445920808,0.3664735860996676
Liar,0.2,14,2,100,5.1240436920307175,0.28410094152521237
Liar,0.2,14,3,100,4.47409406030223,0.14503451313744617
Liar,0.2,14,4,100,4.419620306553051,0.04269228807485088
Liar,0.2,14,5,100,5.07453199562631,0.007561755508702849
Liar,0.2,14,6,100,6.0014408772166234,2.4008847284846436e-4
Liar,0.2,14,7,100,7.00049545475978,1.1476141386518941e-4
Liar,0.2,14,8,100,8.000370583305688,3.8593931758629726e-5
Liar,0.2,14,9,100,9.000034827290722,3.649875400548032e-6
Liar,0.2,14,10,100,9.999997085370962,2.940107889743427e-7
Detector2,0.2,14,0,100,7.862528841908275e-5,7.861910648310377e-6
Detector2,0.2,14,1,100,4.132587338433859e-5,4.1324165556527605e-6
Detector2,0.2,14,2,100,1.1353312844146901e-4,1.1352023867021531e-5
Detector2,0.2,14,3,100,6.697436498590935e-4,6.692950933025669e-5
Detector2,0.2,14,4,100,0.005638597426187634,5.606803645253024e-4
Detector2,0.2,14,5,100,0.04797348384378894,0.004567202869167866
Detector2,0.2,14,6,100,0.2002159767154106,0.016012953938330476
Detector2,0.2,14,7,100,0.3142598993968816,0.021550061502794347
Detector2,0.2,14,8,100,0.3366681314457326,0.022332270071457154
Detector2,0.2,14,9,100,0.4955814311767515,0.024998047624955423
Detector2,0.2,14,10,100,0.5575268041874316,0.02466906667999809
Detector,0.2,15,0,100,0.02683056118831977,0.00261106821746396
Detector,0.2,15,1,100,0.026830649188586745,0.002611076545270573
Detector,0.2,15,2,100,0.026838698264117184,0.0026118382539604855
Detector,0.2,15,3,100,0.026907783031529294,0.0026183754243857436
Detector,0.2,15,4,100,0.027658239483670726,0.0026893261272334643
Detector,0.2,15,5,100,0.03833502938953588,0.00368654549112393
Detector,0.2,15,6,100,0.31230978658864683,0.02147723837896007
Detector,0.2,15,7,100,0.47638783725512146,0.024944246577050938
Detector,0.2,15,8,100,0.4520408309348656,0.024769991810258185
Detector,0.2,15,9,100,0.45672326073367475,0.024812712383847448
Detector,0.2,15,10,100,0.456737791972907,0.02481283813566205
Liar,0.2,15,0,100,5.557455045693586,0.37929902305848195
Liar,0.2,15,1,100,4.8974026521500464,0.35188570442806155
Liar,0.2,15,2,100,4.252534868403746,0.22988201606292097
Liar,0.2,15,3,100,3.82857449068693,0.0898117283192078
Liar,0.2,15,4,100,4.19790028921837,0.021894356652903048
Liar,0.2,15,5,100,5.03619226668631,0.004008783026256556
Liar,0.2,15,6,100,6.0012259058723325,1.3195775751885795e-4
Liar,0.2,15,7,100,7.00015500217283,3.1476596386909565e-5
Liar,0.2,15,8,100,8.00016009465228,1.8070889459641443e-5
Liar,0.2,15,9,100,9.00001504944889,1.7101059526745763e-6
Liar,0.2,15,10,100,9.999998743917256,1.3694515755144553e-7
Detector2,0.2,15,0,100,2.872782546172729e-5,2.8727000173771533e-6
Detector2,0.2,15,1,100,1.882777060382692e-5,1.882741611888101e-6
Detector2,0.2,15,2,100,6.418191582166247e-5,6.417779650334393e-6
Detector2,0.2,15,3,100,4.005598252396663e-4,4.0039937706607025e-5
Detector2,0.2,15,4,100,0.003441163461988336,3.4293218560162126e-4
Detector2,0.2,15,5,100,0.03103666448910617,0.003007338994649683
Detector2,0.2,15,6,100,0.15536237212241014,0.013122490545090789
Detector2,0.2,15,7,100,0.32860324326104773,0.02206231517793684
Detector2,0.2,15,8,100,0.2835156747366842,0.020313453691528687
Detector2,0.2,15,9,100,0.43928723582160567,0.02463139602658187
Detector2,0.2,15,10,100,0.5050798683161944,0.024997419493789013
Detector,0.2,16,0,100,0.02991022090920405,0.002901559959436666
Detector,0.2,16,1,100,0.029910403614698166,0.0029015771370304016
Detector,0.2,16,2,100,0.0299145515694444,0.002901967117384345
Detector,0.2,16,3,100,0.029950074403720023,0.0029053067446931655
Detector,0.2,16,4,100,0.03033323475506269,0.0029413129624356947
Detector,0.2,16,5,100,0.03517497274700701,0.0033937694039254326
Detector,0.2,16,6,100,0.1282528662048566,0.011180406851509575
Detector,0.2,16,7,100,0.4753774774517236,0.02493937313833596
Detector,0.2,16,8,100,0.4311348780543359,0.024525759497940884
Detector,0.2,16,9,100,0.44024782379608957,0.02464296774388968
Detector,0.2,16,10,100,0.44026828137771873,0.024643212179042858
Liar,0.2,16,0,100,4.948898632860327,0.4027263814442909
Liar,0.2,16,1,100,4.304773901699358,0.31996950443757083
Liar,0.2,16,2,100,3.5808574302529865,0.16621131738660871
Liar,0.2,16,3,100,3.4635018732132656,0.0503990853708741
Liar,0.2,16,4,100,4.099348192767402,0.010915138830935278
Liar,0.2,16,5,100,5.018254782574973,0.002009916068179045
Liar,0.2,16,6,100,6.001682877585454,1.7486584239399678e-4
Liar,0.2,16,7,100,7.000053577607986,9.856725923396418e-6
Liar,0.2,16,8,100,8.000076988349193,8.591076068648935e-6
Liar,0.2,16,9,100,9.000007233959634,8.120540338123315e-7
Liar,0.2,16,10,100,9.999999394744309,6.547290654205937e-8
Detector2,0.2,16,0,100,1.2099476454469644e-5,1.2099330057139173e-6
Detector2,0.2,16,1,100,8.59542527934564e-6,8.595351398009906e-7
Detector2,0.2,16,2,100,3.129403356030311e-5,3.1293054243766637e-6
Detector2,0.2,16,3,100,1.9811852957405434e-4,1.9807927862229377e-5
Detector2,0.2,16,4,100,0.0017114216387535141,1.7084926747279206e-4
Detector2,0.2,16,5,100,0.015880939508009815,0.0015628735268352748
Detector2,0.2,16,6,100,0.08528284123273662,0.007800967822400845
Detector2,0.2,16,7,100,0.2275100187321418,0.017574921010864226
Detector2,0.2,16,8,100,0.2884544920638007,0.020524849807201543
Detector2,0.2,16,9,100,0.47765249011786814,0.0249500588802068
Detector2,0.2,16,10,100,0.5654158058493464,0.024572077234508063
Detector,0.2,17,0,100,0.029909725002115934,0.0029015133352413734
Detector,0.2,17,1,100,0.029909856391349153,0.002901525688199802
Detector,0.2,17,2,100,0.029911886536638385,0.0029017165580457658
Detector,0.2,17,3,100,0.029929182772507168,0.002903342679107703
Detector,0.2,17,4,100,0.03011441893890807,0.0029207540710880003
Detector,0.2,17,5,100,0.03230674454737847,0.00312630188041289
Detector,0.2,17,6,100,0.05832575498840363,0.005492386129343633
Detector,0.2,17,7,100,0.3548145227956537,0.022892117720894625
Detector,0.2,17,8,100,0.46892047139660986,0.024903406290179106
Detector,0.2,17,9,100,0.5085604106198338,0.024992671937001984
Detector,0.2,17,10,100,0.5086539544355507,0.02499251090726274
Liar,0.2,17,0,100,4.661080393600729,0.39295971329537366
Liar,0.2,17,1,100,3.7741805876495333,0.2633885602332823
Liar,0.2,17,2,100,3.049301188011852,0.10501308888278171
Liar,0.2,17,3,100,3.2583572373782235,0.026310125499340496
Liar,0.2,17,4,100,4.052130594967816,0.005338929166534692
Liar,0.2,17,5,100,5.009586696179673,9.84286242828884e-4
Liar,0.2,17,6,100,6.00138386005858,1.4065301433603146e-4
Liar,0.2,17,7,100,7.000033083872544,5.0130384720950844e-6
Liar,0.2,17,8,100,8.000039502565224,4.103332337193007e-6
Liar,0.2,17,9,100,9.000003704655903,3.868097973462861e-7
Liar,0.2,17,10,100,9.999999686065053,3.173262321734678e-8
Detector2,0.2,17,0,100,4.187922957596726e-6,4.187905418898027e-7
Detector2,0.2,17,1,100,4.2335725165912165e-6,4.2335545934549637e-7
Detector2,0.2,17,2,100,1.816367645176327e-5,1.8163346532621024e-6
Detector2,0.2,17,3,100,1.1855702232789983e-4,1.1854296656035657e-5
Detector2,0.2,17,4,100,0.0010348063381948438,1.0337355140372754e-4
Detector2,0.2,17,5,100,0.00981470106941476,9.718372712332789e-4
Detector2,0.2,17,6,100,0.06008525256395106,0.005647501498827727
Detector2,0.2,17,7,100,0.17534695032320546,0.014460039733555677
Detector2,0.2,17,8,100,0.21837643206418442,0.017068816598310103
Detector2,0.2,17,9,100,0.3957058314094173,0.023912272639799913
Detector2,0.2,17,10,100,0.49009393109347504,0.024990186979881916
Detector,0.2,18,0,100,0.03376064239827337,0.0032620861423129283
Detector,0.2,18,1,100,0.033760755810789016,0.0032620967177873295
Detector,0.2,18,2,100,0.03376186485222868,0.003262200133392853
Detector,0.2,18,3,100,0.03377128610231742,0.0032630786337312844
Detector,0.2,18,4,100,0.03387233631511744,0.003272500114767302
Detector,0.2,18,5,100,0.035041341307328354,0.003381344570671167
Detector,0.2,18,6,100,0.04643386639891497,0.004427776245016268
Detector,0.2,18,7,100,0.20639653763503021,0.016379700688730178
Detector,0.2,18,8,100,0.3310775276719147,0.022146519834256726
Detector,0.2,18,9,100,0.41441256116287795,0.02426747903133019
Detector,0.2,18,10,100,0.4148004293911752,0.02427410331680719
Liar,0.2,18,0,100,3.483913869794551,0.3417606438528644
Liar,0.2,18,1,100,2.627871138994262,0.1795601192244618
Liar,0.2,18,2,100,2.47810224706048,0.05548007645239934
Liar,0.2,18,3,100,3.1045918986603334,0.012324515823048162
Liar,0.2,18,4,100,4.020415875202083,0.0024187638760243516
Liar,0.2,18,5,100,5.003752801124764,4.460235082110389e-4
Liar,0.2,18,6,100,6.000615830459147,7.29296567291451e-5
Liar,0.2,18,7,100,7.000033977593551,3.6597899963237955e-6
Liar,0.2,18,8,100,8.000015211458482,1.8355074204944215e-6
Liar,0.2,18,9,100,9.000001421613609,1.7293326319750437e-7
Liar,0.2,18,10,100,9.999999875770945,1.4338480473353626e-8
Detector2,0.2,18,0,100,1.6235977313318215e-6,1.6235950952622282e-7
Detector2,0.2,18,1,100,1.963983303670414e-6,1.9639794464399972e-7
Detector2,0.2,18,2,100,8.960490479268193e-6,8.960410188878565e-7
Detector2,0.2,18,3,100,5.897923276778332e-5,5.897575421788544e-6
Detector2,0.2,18,4,100,5.155151384015177e-4,5.152493825435966e-5
Detector2,0.2,18,5,100,0.004934405416951916,4.910057060133071e-4
Detector2,0.2,18,6,100,0.03272939498779668,0.003165818169152947
Detector2,0.2,18,7,100,0.10109906387754117,0.009087804316062601
Detector2,0.2,18,8,100,0.1965546624037342,0.015792092709108828
Detector2,0.2,18,9,100,0.40255338959681625,0.02405041581209301
Detector2,0.2,18,10,100,0.5359409786183853,0.024870824605595275
Detector,0.2,19,0,100,0.029909448112306912,0.0029014873025924133
Detector,0.2,19,1,100,0.02990951580806345,0.0029014936672190654
Detector,0.2,19,2,100,0.02991009620271691,0.002901548234786113
Detector,0.2,19,3,100,0.029914992659238956,0.0029020085873436635
Detector,0.2,19,4,100,0.02996724109207436,0.002906920555340385
Detector,0.2,19,5,100,0.030561351318316356,0.00296273551239148
Detector,0.2,19,6,100,0.035781282146289624,0.0034500981994257237
Detector,0.2,19,7,100,0.0741200146543938,0.0068626238082026255
Detector,0.2,19,8,100,0.36818010722609873,0.023262351586907717
Detector,0.2,19,9,100,0.46224628806448675,0.02485746572350903
Detector,0.2,19,10,100,0.46955972407371926,0.024907338960153187
Liar,0.2,19,0,100,2.6895031651150845,0.26941016996149575
Liar,0.2,19,1,100,1.9802473734656327,0.11035763179265615
Liar,0.2,19,2,100,2.241464729588615,0.028116134479018597
Liar,0.2,19,3,100,3.0496461012303597,0.005846265310554507
Liar,0.2,19,4,100,4.009537197436674,0.001131274307900761
Liar,0.2,19,5,100,5.001751093467764,2.0943207902039698e-4
Liar,0.2,19,6,100,6.000298207735483,3.60406798103374e-5
Liar,0.2,19,7,100,7.000037311342149,4.514701139253303e-6
Liar,0.2,19,8,100,8.00000200926182,4.3534124970670067e-7
Liar,0.2,19,9,100,9.00000068156769,8.734597971332359e-8
Liar,0.2,19,10,100,9.999999954990543,5.407496691101611e-9
Detector2,0.2,19,0,100,5.556192542437042e-7,5.5561894553094843e-8
Detector2,0.2,19,1,100,1.0175086065775315e-6,1.017507571253767e-7
Detector2,0.2,19,2,100,4.990838599131094e-6,4.990813690661172e-7
Detector2,0.2,19,3,100,3.311573511971014e-5,3.3114638467797623e-6
Detector2,0.2,19,4,100,2.9009784166927395e-4,2.900136849115328e-5
Detector2,0.2,19,5,100,0.0027944144283351025,2.786605676337815e-4
Detector2,0.2,19,6,100,0.019678550694715392,0.001929130533727091
Detector2,0.2,19,7,100,0.07306766467337153,0.006772878105255125
Detector2,0.2,19,8,100,0.15283203501407766,0.012947440408753338
Detector2,0.2,19,9,100,0.28459736657368967,0.02036017055130106
Detector2,0.2,19,10,100,0.4248706660740627,0.024435558318384502
Detector,0.2,20,0,100,0.026828519614360134,0.0026108750149662027
Detector,0.2,20,1,100,0.026828559551587437,0.0026108787943974364
Detector,0.2,20,2,100,0.026828877559703423,0.0026109088888589863
Detector,0.2,20,3,100,0.026831568783435712,0.0026111635700055468
Detector,0.2,20,4,100,0.026860407806853382,0.002613892629930291
Detector,0.2,20,5,100,0.02718804587333179,0.0026448856034921395
Detector,0.2,20,6,100,0.029975856327479455,0.0029077304364913763
Detector,0.2,20,7,100,0.04669913403361434,0.0044518324914124855
Detector,0.2,20,8,100,0.2139351637512948,0.016816690946200148
Detector,0.2,20,9,100,0.466167727577401,0.024885537734272302
Detector,0.2,20,10,100,0.4957133584013295,0.024998162470380454
Liar,0.2,20,0,100,1.766647389942535,0.18783217858673182
Liar,0.2,20,1,100,1.5124465235173188,0.05927498384446646
Liar,0.2,20,2,100,2.1131346824110753,0.013405730487364065
Liar,0.2,20,3,100,3.0225371327124906,0.0026966600875746503
Liar,0.2,20,4,100,4.0042943101968245,5.179706335040103e-4
Liar,0.2,20,5,100,5.000787374483488,9.593378687147383e-5
Liar,0.2,20,6,100,6.000135899407884,1.679377550822377e-5
Liar,0.2,20,7,100,7.000020153932086,2.536333070843226e-6
Liar,0.2,20,8,100,8.000000932093538,1.4524123419361868e-7
Liar,0.2,20,9,100,9.000000299658488,4.002251990808388e-8
Liar,0.2,20,10,100,9.999999979342576,2.5146026451661013e-9
Detector2,0.2,20,0,100,2.1932793656389005e-7,2.193278884591463e-8
Detector2,0.2,20,1,100,5.308708723238135e-7,5.308705904999304e-8
Detector2,0.2,20,2,100,2.679653893120927e-6,2.67964671257594e-7
Detector2,0.2,20,3,100,1.7874344567335278e-5,1.7874025075141567e-6
Detector2,0.2,20,4,100,1.5719753994693252e-4,1.5717282888036718e-5
Detector2,0.2,20,5,100,0.0015232808127448527,1.520960428310376e-4
Detector2,0.2,20,6,100,0.011062565601469006,0.00109401852437822
Detector2,0.2,20,7,100,0.047305076982799905,0.004506730667445128
Detector2,0.2,20,8,100,0.13135262779279286,0.011409911496472087
Detector2,0.2,20,9,100,0.1911972019406439,0.015464083191071254
Detector2,0.2,20,10,100,0.32689181203671974,0.022003355526006966
Detector,0.2,21,0,100,0.029909414009069178,0.0029014840962703274
Detector,0.2,21,1,100,0.02990943427839956,0.002901486001954566
Detector,0.2,21,2,100,0.029909587207946887,0.002901500380099711
Detector,0.2,21,3,100,0.029910878688953018,0.002901621802500775
Detector,0.2,21,4,100,0.02992470846125033,0.0029029220284759504
Detector,0.2,21,5,100,0.030081369331428225,0.0029176480550574435
Detector,0.2,21,6,100,0.03139145475650141,0.0030406031324771935
Detector,0.2,21,7,100,0.03887839284364631,0.0037366863413541415
Detector,0.2,21,8,100,0.07576124586766649,0.007002147949224546
Detector,0.2,21,9,100,0.4056961759218935,0.02411067887642455
Detector,0.2,21,10,100,0.5259660515616508,0.02493257641662977
Liar,0.2,21,0,100,1.2090271832444788,0.1229138602439486
Liar,0.2,21,1,100,1.3016566320536431,0.031888288749954585
Liar,0.2,21,2,100,2.063086468833792,0.00674763081263465
Liar,0.2,21,3,100,3.0123996558202855,0.001334302550958084
Liar,0.2,21,4,100,4.002356705225148,2.5513248309433356e-4
Liar,0.2,21,5,100,5.00043249588168,4.7197872301270396e-5
Liar,0.2,21,6,100,6.0000752364467145,8.307567482278027e-6
Liar,0.2,21,7,100,7.000011745865959,1.320895288159962e-6
Liar,0.2,21,8,100,8.00000123325231,1.4276598480150095e-7
Liar,0.2,21,9,100,9.000000160559425,1.9106061581686128e-8
Liar,0.2,21,10,100,9.999999987521436,1.3725177248829401e-9
Detector2,0.2,21,0,100,9.658240199988772e-8,9.658239267172735e-9
Detector2,0.2,21,1,100,2.5458562867597504e-7,2.545855638621327e-8
Detector2,0.2,21,2,100,1.2897590425921474e-6,1.2897573791137595e-7
Detector2,0.2,21,3,100,8.587213458413423e-6,8.587139718178443e-7
Detector2,0.2,21,4,100,7.538754016097323e-5,7.53818568797617e-6
Detector2,0.2,21,5,100,7.304569933932527e-4,7.299234259740557e-5
Detector2,0.2,21,6,100,0.0053786827834348735,5.349752554950055e-4
Detector2,0.2,21,7,100,0.024978135630804803,0.002435422837121392
Detector2,0.2,21,8,100,0.06722265789070626,0.006270377215681533
Detector2,0.2,21,9,100,0.18436302192337173,0.015037329807065408
Detector2,0.2,21,10,100,0.3857697247046444,0.02369514442059473
Detector,0.2,22,0,100,0.029909409876095687,0.0029014837076959395
Detector,0.2,22,1,100,0.029909420432142446,0.0029014847001555787
Detector,0.2,22,2,100,0.029909497432997784,0.0029014919396303284
Detector,0.2,22,3,100,0.029910148168044656,0.002901553120461027
Detector,0.2,22,4,100,0.029917127782583444,0.0029022093247824017
Detector,0.2,22,5,100,0.02999622597127682,0.002909645239875692
Detector,0.2,22,6,100,0.03065364317823406,0.002971399733813557
Detector,0.2,22,7,100,0.034335443360127005,0.003315652068939051
Detector,0.2,22,8,100,0.05197752083718636,0.004927585816480623
Detector,0.2,22,9,100,0.26308590492459266,0.019387171155460087
Detector,0.2,22,10,100,0.43958678290671055,0.024635024320043906
Liar,0.2,22,0,100,0.7971613557749797,0.04948916869746679
Liar,0.2,22,1,100,1.1748700637726834,0.011397949179409275
Liar,0.2,22,2,100,2.0352819910030058,0.002340612317765288
Liar,0.2,22,3,100,3.00687790553092,4.6201182435356313e-4
Liar,0.2,22,4,100,4.0013053056839984,8.894674346847182e-5
Liar,0.2,22,5,100,5.0002396784782865,1.6655191891880175e-5
Liar,0.2,22,6,100,6.000041863061264,2.9952904617857865e-6
Liar,0.2,22,7,100,7.000006675252685,5.011275536027764e-7
Liar,0.2,22,8,100,8.00000085193732,7.011734739836462e-8
Liar,0.2,22,9,100,9.00000002117451,4.140003258267589e-9
Liar,0.2,22,10,100,9.999999996567919,2.7324969769192907e-10
Detector2,0.2,22,0,100,4.2124857452384216e-8,4.21248556778806e-9
Detector2,0.2,22,1,100,1.273819602579726e-7,1.2738194403180879e-8
Detector2,0.2,22,2,100,6.495900860420655e-7,6.495896640747856e-8
Detector2,0.2,22,3,100,4.329187078536116e-6,4.329168336675355e-7
Detector2,0.2,22,4,100,3.8051722960024724e-5,3.80502750264045e-6
Detector2,0.2,22,5,100,3.6939807937431046e-4,3.69261624433265e-5
Detector2,0.2,22,6,100,0.0027468260326520407,2.7392809793983853e-4
Detector2,0.2,22,7,100,0.01348868414148482,0.0013306739541616075
Detector2,0.2,22,8,100,0.046145190749966265,0.004401581212061549
Detector2,0.2,22,9,100,0.11365279876905564,0.010073584010101617
Detector2,0.2,22,10,100,0.2508005351473685,0.018789962671716207
Detector,0.2,23,0,100,0.027598729253484014,0.00268370393970769
Detector,0.2,23,1,100,0.02759873467486603,0.0026837044519212377
Detector,0.2,23,2,100,0.027598773591079963,0.002683708128734827
Detector,0.2,23,3,100,0.027599102611385574,0.0026837392146431783
Detector,0.2,23,4,100,0.02760263469299063,0.002684072925099594
Detector,0.2,23,5,100,0.027642675257902156,0.002687855776248832
Detector,0.2,23,6,100,0.027974527093092852,0.0027191952927010663
Detector,0.2,23,7,100,0.02981082950913898,0.002892214395311603
Detector,0.2,23,8,100,0.03891680843940535,0.003740229046029598
Detector,0.2,23,9,100,0.08556063485679383,0.007824001261969622
Detector,0.2,23,10,100,0.38370952704850064,0.023647652590071656
Liar,0.2,23,0,100,0.4425556494433107,0.026426053532540683
Liar,0.2,23,1,100,1.0929747867077395,0.005688734287047532
Liar,0.2,23,2,100,2.0185603777821157,0.001147638817427213
Liar,0.2,23,3,100,3.0036101858917426,2.2522475476604372e-4
Liar,0.2,23,4,100,4.0006850329255945,4.320328811109998e-5
Liar,0.2,23,5,100,5.000125858130113,8.05809168618436e-6
Liar,0.2,23,6,100,6.000022032344258,1.443003343637343e-6
Liar,0.2,23,7,100,7.000003548094916,2.413781590838947e-7
Liar,0.2,23,8,100,8.000000476636211,3.5032767128971435e-8
Liar,0.2,23,9,100,9.000000031021251,3.0644975854185185e-9
